date,home_team,away_team,home_team_continent,away_team_continent,home_team_score,away_team_score,tournament,neutral_location,shoot_out,home_team_result
9/21/1996,India,Philippines,Asia,Asia,2,0,FIFA World Cup qualification,TRUE,No,Win
9/21/1996,South Africa,Ghana,Africa,Africa,0,0,Simba Tournament,FALSE,No,Draw
9/22/1996,Guinea,Gabon,Africa,Africa,0,1,Friendly,FALSE,No,Lose
9/22/1996,Panama,Cuba,North America,North America,1,3,FIFA World Cup qualification,FALSE,No,Lose
9/22/1996,Saudi Arabia,Zambia,Asia,Africa,2,1,Friendly,FALSE,No,Win
9/22/1996,Slovakia,Malta,Europe,Europe,6,0,FIFA World Cup qualification,FALSE,No,Win
9/23/1996,Mali,Guinea,Africa,Africa,0,0,Friendly,FALSE,No,Draw
9/23/1996,Qatar,Philippines,Asia,Asia,5,0,FIFA World Cup qualification,FALSE,No,Win
9/24/1996,Sri Lanka,India,Asia,Asia,1,1,FIFA World Cup qualification,TRUE,No,Draw
9/25/1996,El Salvador,Guatemala,North America,North America,2,1,Friendly,TRUE,No,Win
9/25/1996,Korea Republic,China PR,Asia,Asia,3,1,Friendly,FALSE,No,Win
9/25/1996,Oman,Mozambique,Asia,Africa,0,2,Friendly,FALSE,No,Lose
9/25/1996,Poland,United Arab Emirates,Europe,Asia,1,0,Friendly,FALSE,No,Win
9/25/1996,Saudi Arabia,Zambia,Asia,Africa,1,3,Friendly,FALSE,No,Lose
9/25/1996,Syria,Sudan,Asia,Africa,1,2,Friendly,FALSE,No,Lose
9/26/1996,Philippines,Sri Lanka,Asia,Asia,0,3,FIFA World Cup qualification,TRUE,No,Lose
9/27/1996,Qatar,India,Asia,Asia,6,0,FIFA World Cup qualification,FALSE,No,Win
9/29/1996,Gabon,Mali,Africa,Africa,1,1,Friendly,FALSE,No,Draw
9/29/1996,Oman,New Zealand,Asia,Oceania,0,1,Friendly,FALSE,No,Lose
9/29/1996,Syria,Sudan,Asia,Africa,1,0,Friendly,FALSE,No,Win
9/29/1996,Zimbabwe,Tanzania,Africa,Africa,1,0,Friendly,FALSE,No,Win
10/1/1996,Oman,New Zealand,Asia,Oceania,1,2,Friendly,FALSE,No,Lose
10/3/1996,Lebanon,Bahrain,Asia,Asia,2,3,Friendly,FALSE,No,Lose
10/3/1996,Saudi Arabia,New Zealand,Asia,Oceania,3,0,Friendly,FALSE,No,Win
10/4/1996,Ecuador,Jamaica,South America,North America,2,1,Friendly,FALSE,No,Win
10/4/1996,Kuwait,IR Iran,Asia,Asia,0,1,Friendly,FALSE,No,Lose
10/5/1996,Estonia,Belarus,Europe,Europe,1,0,FIFA World Cup qualification,FALSE,No,Win
10/5/1996,Latvia,Scotland,Europe,Europe,0,2,FIFA World Cup qualification,FALSE,No,Lose
10/5/1996,Lithuania,Iceland,Europe,Europe,2,0,FIFA World Cup qualification,FALSE,No,Win
10/5/1996,Moldova,Italy,Europe,Europe,1,3,FIFA World Cup qualification,FALSE,No,Lose
10/5/1996,Northern Ireland,Armenia,Europe,Europe,1,1,FIFA World Cup qualification,FALSE,No,Draw
10/5/1996,Qatar,New Zealand,Asia,Oceania,3,2,Friendly,FALSE,No,Win
10/5/1996,Togo,Tanzania,Africa,Africa,2,1,African Cup of Nations qualification,FALSE,No,Win
10/5/1996,Ukraine,Portugal,Europe,Europe,2,1,FIFA World Cup qualification,FALSE,No,Win
10/5/1996,Wales,Netherlands,Europe,Europe,1,3,FIFA World Cup qualification,FALSE,No,Lose
10/6/1996,Algeria,Côte d'Ivoire,Africa,Africa,4,1,African Cup of Nations qualification,FALSE,No,Win
10/6/1996,Benin,Mali,Africa,Africa,1,2,African Cup of Nations qualification,FALSE,No,Lose
10/6/1996,Central African Republic,Guinea,Africa,Africa,2,3,African Cup of Nations qualification,FALSE,No,Lose
10/6/1996,Ethiopia,Senegal,Africa,Africa,1,2,African Cup of Nations qualification,FALSE,No,Lose
10/6/1996,Finland,Switzerland,Europe,Europe,2,3,FIFA World Cup qualification,FALSE,No,Lose
10/6/1996,Gabon,Cameroon,Africa,Africa,0,0,African Cup of Nations qualification,FALSE,No,Draw
10/6/1996,Ghana,Angola,Africa,Africa,2,1,African Cup of Nations qualification,FALSE,No,Win
10/6/1996,Mauritius,Malawi,Africa,Africa,1,2,African Cup of Nations qualification,FALSE,No,Lose
10/6/1996,Panama,El Salvador,North America,North America,1,1,FIFA World Cup qualification,FALSE,No,Draw
10/6/1996,Sudan,Zimbabwe,Africa,Africa,0,3,African Cup of Nations qualification,FALSE,No,Lose
10/6/1996,Trinidad and Tobago,Guatemala,South America,North America,1,1,FIFA World Cup qualification,FALSE,No,Draw
10/6/1996,Tunisia,Sierra Leone,Africa,Africa,2,0,African Cup of Nations qualification,FALSE,No,Win
10/6/1996,Zambia,Mozambique,Africa,Africa,1,0,African Cup of Nations qualification,FALSE,No,Win
10/7/1996,Oman,Azerbaijan,Asia,Europe,2,0,Friendly,FALSE,No,Win
10/8/1996,Bosnia and Herzegovina,Croatia,Europe,Europe,1,4,FIFA World Cup qualification,TRUE,No,Lose
10/8/1996,Kuwait,Cyprus,Asia,Europe,1,1,Friendly,TRUE,No,Draw
10/8/1996,Luxembourg,Bulgaria,Europe,Europe,1,2,FIFA World Cup qualification,FALSE,No,Lose
10/8/1996,Uruguay,Bolivia,South America,South America,1,0,FIFA World Cup qualification,FALSE,No,Win
10/9/1996,Albania,Portugal,Europe,Europe,0,3,FIFA World Cup qualification,FALSE,No,Lose
10/9/1996,Armenia,Germany,Europe,Europe,1,5,FIFA World Cup qualification,FALSE,No,Lose
10/9/1996,Belarus,Latvia,Europe,Europe,1,1,FIFA World Cup qualification,FALSE,No,Draw
10/9/1996,Costa Rica,Jamaica,North America,North America,0,0,Friendly,FALSE,No,Draw
10/9/1996,Czech Republic,Spain,Europe,Europe,0,0,FIFA World Cup qualification,FALSE,No,Draw
10/9/1996,Denmark,Greece,Europe,Europe,2,1,FIFA World Cup qualification,FALSE,No,Win
10/9/1996,Ecuador,Colombia,South America,South America,0,1,FIFA World Cup qualification,FALSE,No,Lose
10/9/1996,England,Poland,Europe,Europe,2,1,FIFA World Cup qualification,FALSE,No,Win
10/9/1996,France,Turkey,Europe,Europe,4,0,Friendly,FALSE,No,Win
10/9/1996,Iceland,Romania,Europe,Europe,0,4,FIFA World Cup qualification,FALSE,No,Lose
10/9/1996,Republic of Ireland,North Macedonia,Europe,Europe,3,0,FIFA World Cup qualification,FALSE,No,Win
10/9/1996,Israel,Russia,Europe,Europe,1,1,FIFA World Cup qualification,FALSE,No,Draw
10/9/1996,Italy,Georgia,Europe,Europe,1,0,FIFA World Cup qualification,FALSE,No,Win
10/9/1996,Lebanon,New Zealand,Asia,Oceania,1,1,Friendly,FALSE,No,Draw
10/9/1996,Lithuania,Liechtenstein,Europe,Europe,2,1,FIFA World Cup qualification,FALSE,No,Win
10/9/1996,Norway,Hungary,Europe,Europe,3,0,FIFA World Cup qualification,FALSE,No,Win
10/9/1996,Paraguay,Chile,South America,South America,2,1,FIFA World Cup qualification,FALSE,No,Win
10/9/1996,San Marino,Belgium,Europe,Europe,0,3,FIFA World Cup qualification,FALSE,No,Lose
10/9/1996,Saudi Arabia,Australia,Asia,Oceania,0,0,Friendly,FALSE,No,Draw
10/9/1996,Sweden,Austria,Europe,Europe,0,1,FIFA World Cup qualification,FALSE,No,Lose
10/9/1996,Venezuela,Argentina,South America,South America,2,5,FIFA World Cup qualification,FALSE,No,Lose
10/10/1996,Canada,Cuba,North America,North America,2,0,FIFA World Cup qualification,FALSE,No,Win
10/13/1996,Canada,Cuba,North America,North America,2,0,FIFA World Cup qualification,FALSE,No,Win
10/13/1996,Japan,Tunisia,Asia,Africa,1,0,Friendly,FALSE,No,Win
10/15/1996,Oman,Saudi Arabia,Asia,Asia,0,1,Gulf Cup,FALSE,No,Lose
10/16/1996,Brazil,Lithuania,South America,Europe,3,1,Friendly,FALSE,No,Win
10/16/1996,Kuwait,Bahrain,Asia,Asia,1,0,Gulf Cup,TRUE,No,Win
10/16/1996,Mexico,Jamaica,North America,North America,2,1,FIFA World Cup qualification,FALSE,No,Win
10/16/1996,Peru,USA,South America,North America,4,1,Friendly,FALSE,No,Win
10/16/1996,United Arab Emirates,Qatar,Asia,Asia,0,1,Gulf Cup,TRUE,No,Lose
10/18/1996,Oman,Kuwait,Asia,Asia,1,2,Gulf Cup,FALSE,No,Lose
10/18/1996,United Arab Emirates,Bahrain,Asia,Asia,1,1,Gulf Cup,TRUE,No,Draw
10/19/1996,Gabon,Burkina Faso,Africa,Africa,2,0,Friendly,FALSE,No,Win
10/19/1996,Qatar,Saudi Arabia,Asia,Asia,2,2,Gulf Cup,TRUE,No,Draw
10/21/1996,Honduras,El Salvador,North America,North America,1,1,Friendly,FALSE,No,Draw
10/21/1996,Oman,Qatar,Asia,Asia,0,3,Gulf Cup,FALSE,No,Lose
10/21/1996,Saudi Arabia,Bahrain,Asia,Asia,3,1,Gulf Cup,TRUE,No,Win
10/22/1996,Kuwait,United Arab Emirates,Asia,Asia,1,2,Gulf Cup,TRUE,No,Lose
10/23/1996,Mexico,Ecuador,North America,South America,0,1,Friendly,TRUE,No,Lose
10/23/1996,Slovakia,Faroe Islands,Europe,Europe,3,0,FIFA World Cup qualification,FALSE,No,Win
10/24/1996,Kuwait,Saudi Arabia,Asia,Asia,1,0,Gulf Cup,TRUE,No,Win
10/24/1996,Oman,United Arab Emirates,Asia,Asia,0,0,Gulf Cup,FALSE,No,Draw
10/25/1996,Bahrain,Qatar,Asia,Asia,1,2,Gulf Cup,TRUE,No,Lose
10/26/1996,Honduras,Jamaica,North America,North America,0,0,FIFA World Cup qualification,FALSE,No,Draw
10/27/1996,Panama,Canada,North America,North America,0,0,FIFA World Cup qualification,FALSE,No,Draw
10/27/1996,Tahiti,Australia,Oceania,Oceania,0,6,Oceania Nations Cup,TRUE,No,Lose
10/27/1996,United Arab Emirates,Saudi Arabia,Asia,Asia,2,2,Gulf Cup,TRUE,No,Draw
10/28/1996,Oman,Bahrain,Asia,Asia,1,1,Gulf Cup,FALSE,No,Draw
10/28/1996,Qatar,Kuwait,Asia,Asia,1,2,Gulf Cup,TRUE,No,Lose
10/30/1996,Finland,Estonia,Europe,Europe,2,2,Friendly,FALSE,No,Draw
10/30/1996,Indonesia,Moldova,Asia,Europe,1,2,Friendly,TRUE,No,Lose
